ID,ProvName,ProvService,ProvUndiscl,ProvSpanish,ProvStreet,ProvCity,ProvState,ProvZIP,ProvLat,ProvLong,ProvWebsite,ProvPhone,ProvEmail,ProvDescr,LastUpdate
632,Hooper Detoxification Stabilization Center,CTR,FALSE,FALSE,1535 N Williams Ave.,Portland,OR,97227,45.53405,-122.6669,https://centralcityconcern.org/recovery-location/hooper-detoxification-stabilization-center/,503-238-2067,,Inpatient: Admission is from 7:30 to 7:45 a.m. Monday through Friday. Outpatient: 1 to 4 p.m. Monday through Friday.,202108
633,Blackburn Center: Recovery Services,CTR,FALSE,FALSE,12121 E Burnside St.,Portland,OR,97216,45.52265,-122.53832,https://centralcityconcern.org/recovery-location/recovery-at-blackburn-center/,971-361-7700,,"8 a.m. to 5 p.m. Monday, Tuesday, Thursday and Friday. 9 a.m. to 5 p.m. Wednesday.",202108
634,Imani Center,CTR,FALSE,FALSE,709 NW Everett St.,Portland,OR,97209,45.52522,-122.67786,https://centralcityconcern.org/recovery-location/imani-center/,503-226-4060,,8 a.m. to 4:30 p.m. Monday through Friday. Closed noon to 1 p.m. daily.,202108
635,Old Town Clinic: Recovery Services,CTR,FALSE,FALSE,727 W Burnside St.,Portland,OR,97209,45.52314,-122.67819,https://centralcityconcern.org/recovery-location/old-town-clinic-recovery-services/,503-228-4533,,"8 a.m. to 5 p.m. Monday, Tuesday, Thursday and Friday.9 a.m. to 5 p.m. Wednesday.",202108
636,Puentes,CTR,TRUE,FALSE,,Portland,OR,,,,https://centralcityconcern.org/recovery-location/puentes/,503-546-9975,,9 a.m. to 5 p.m. Monday through Friday. Bilingual and bicultural staff provide counseling and individual treatment plans with our clients’ unique needs in mind.,202108
637,Letty Owings Center,CTR,FALSE,FALSE,2545 NE Flanders St,Portland,OR,97232,45.52608,-122.63948,https://centralcityconcern.org/recovery-location/letty-owings-center/,503-235-3546,,"""We offer a safe, inclusive environment for women to live with their children while in treatment for substance use disorders.""",202108
638,Portland People's Outreach Project,CTR,FALSE,FALSE,1137 SW Broadway,Portland,OR,97205,45.51631,-122.68165,http://www.portlandpeoplesoutreach.org/#/schedule,503-765-7767,,See website for schedule.,202108
639,NARA Youth Outpatient Addictions Treatment,CTR,FALSE,FALSE,620 NE 2nd Street,Gresham,OR,97030,45.49854,-122.42449,https://www.naranorthwest.org/projects/youth-outpatient-addictions-treatment/,Intake: 503-953-6598. Office: 971-274-3757.,,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",202108
640,NARA Adult Residential Addictions Treatment,CTR,FALSE,FALSE,17645 NW St. Helens Highway,Portland,OR,97231,45.65036,-122.85132,https://www.naranorthwest.org/projects/adult-residential-addictions-treatment/,503-621-1069,,"Monday through Friday, 8:00 a.m. – 5:00 p.m.",202108
641,NARA Adult Outpatient Addiction Services,CTR,FALSE,FALSE,1631 S.W. Columbia St.,Portland,OR,97201,45.51726,-122.69088,https://www.naranorthwest.org/projects/adult-outpatient-addiction-services/,503-231-2641,,"Monday through Friday, 8:00 a.m. – 5:00 p.m.",202108
642,NARA Children & Family Mental Health Services,CTR,FALSE,FALSE,620 NE 2nd Street,Portland,OR,97030,45.54517,-122.65775,https://www.naranorthwest.org/projects/youthmentalhealth/,Intake: 503-953-6598. Office: 971-274-3757.,,"Monday through Friday, 8:00 a.m. – 5:00 p.m.",202108
643,NARA Totem Lodge Adult Mental Health,CTR,FALSE,FALSE,1438 SE Division St.,Portland,OR,97202,45.50469,-122.651,https://www.naranorthwest.org/,503-548-0346,,"Monday through Friday, 8:00 a.m. – 5:00 p.m.",202108
645,Cascadia Garlington Health Center,CTR,FALSE,FALSE,"3036 NE Martin Luther King, Jr. Blvd.",Portland,OR,97212,45.54494,-122.66149,https://cascadiabhc.org/services/addiction-recovery-services/#_SUDs,503-283-3763,,"503-674-7777 for appointment or referral Monday to Friday, 10:00 AM to 3:30 PM.",202108
647,Cascadia Woodland Park Health Center,CTR,FALSE,FALSE,"10373 NE Hancock St, Suite 200",Portland,OR,97220,45.53656,-122.55548,https://cascadiabhc.org/services/addiction-recovery-services/#_SUDs,503-253-6754,,"503-674-7777 for appointment or referral Monday to Friday, 10:00 AM to 3:30 PM.",202108
648,Cascadia Urgent Walk-in Clinic,CTR,FALSE,FALSE,"4212 SE Division St, Suite 100",Portland,OR,97206,45.50521,-122.61864,https://cascadiabhc.org/,503-988-4888; 503-674-7777,,Monday - Friday 7 AM to 10:30 PM; Saturday & Sunday 9 AM to 9 PM.,202108
649,Clackamas Mental Health Crisis Line,CTR,FALSE,FALSE,11211 SE 82nd Ave,Happy Valley,OR,97086,45.44282,-122.57938,https://www.clackamas.us/behavioralhealth/urgentmentalhealth,24 Hour Crisis Line: 503-655-8585,,Office: 503-742-5335,202108
650,HIV Day Center/Ecumenical Ministries,HIV,FALSE,FALSE,2941 NE Ainsworth St.,Portland,OR,97211,45.56645,-122.63556,https://emoregon.org/hiv-services/,503-460-3822,hivcenter@emoregon.org,"Hours: 9 a.m. to 3 p.m., Mon/Tues/Thurs/Fri; 9 a.m. to 12 p.m. Wednesday",202108
651,OUR HOUSE & NHCP,HIV,FALSE,FALSE,2727 SE Alder Street,Portland,OR,97214,45.51822,-122.6374,https://www.ourhouseofportland.org/,503-234-0175,info@ourhouseofportland.org,,202108
652,Esther’s Pantry,GAY,FALSE,FALSE,"10202 SE 32nd Ave, Suite 601",Milwaukie,OR,97222,45.44975,-122.62948,https://www.ourhouseofportland.org/,503-349-4699,esthers@ourhouseofportland.org,"Free Groceries.  HOURS: Mon: 1 pm - 4 pm; Tues: 2 pm - 5 pm; Thurs: 2 pm - 5 pm.  ""Closed thanksgiving "". Serving individuals with HIV/AIDS. *Shopping style pantry.",202108
653,Tod’s Corner,GAY,FALSE,FALSE,"10202 SE 32nd Ave, Suite 502",Milwaukie,OR,97222,45.44975,-122.62948,https://www.ourhouseofportland.org/,503-349-4699,tods@ourhouseofportland.org,,202108
654,Women of Wisdom,HIV,FALSE,FALSE,2901 E Burnside St.,Portland,OR,97214,45.52312,-122.6355,https://quest-center.org/services/women-wisdom-wow,503-238-5203,info@quest-center.org,,202108
655,Quest Center for Integrative Health HIV Services,HIV,FALSE,FALSE,2901 E Burnside St.,Portland,OR,97214,45.52312,-122.6355,https://quest-center.org/hiv-services,503-238-5203,info@quest-center.org,,202108
656,Prism Health,HIV,FALSE,FALSE,2236 SE Belmont St.,Portland,OR,97214,45.51624,-122.64277,https://prismhealth.org/,503-445-7699,,"8:30 AM to 5 PM, Monday - Friday. LGBTQ+ focused health center. STI testing, PrEP, hormone therapy, HIV care, mental health services and general primary care. Specialized services for transgender community.",202108
657,Borland Free Clinic,MED,FALSE,FALSE,3550 SW Borland Rd,Tualatin,OR,97062,45.37354,-122.71128,https://www.borlandclinic.org/,503-974-8887,,Monday and Thursday: 3:00 - 7:00 PM; First Tuesday of every month 3:00 - 7:00 PM.,202108
658,Quest Center for Integrative Health – Flanders,HIV,FALSE,FALSE,2720 NE Flanders St,Portland,OR,97232,45.52556,-122.63755,https://quest-center.org/about/locations,503-238-5203,,,202108
659,Ride Connection,TRN,FALSE,FALSE,9955 NE Glisan St.,Portland,OR,97220,45.52662,-122.56106,http://www.rideconnection.org/,503-226-0700,,"Nonprofit that works with community partners to provide free transportation options primarily for older adults and people with disabilities in Multnomah, Clackamas, and Washington counties.",202108
660,Broadway Cab Medical Transportation,TRN,FALSE,FALSE,8725 NE Emerson St,Portland,OR,97220,45.56225,-122.57292,https://broadwaycab.com/medical-transportation-portland/,503-333-3333,comment@broadwaycab.com,"Specializing in Taxis, Wheelchair Vans & Medical Transportation for over 80 years!",202108
661,Ride to Care   (CareOregon/OHP),TRN,FALSE,FALSE,"2121 SW Broadway, Suite 200",Portland,OR,97201,45.50757,-122.68627,http://www.ridetocare.com/,503-416-3955; 1-855-321-4899,,Rider's Guide: http://careoregon.org/docs/default-source/nemt/hso-nemt-riders-guide-2088124-0218-web.pdf,202108
662,Clackamas Volunteers in Medicine (CVIM)-The Founders Clinic,MED,FALSE,FALSE,700 Molalla Avenue,Oregon City,OR,97045,45.34572,-122.59695,https://www.dickwillis.com/ThePath/MED.html,503-722-4400,,Hours: Monday – Thursday 10:00am – 5:00pm,202108
663,Gladstone Health Center,MED,FALSE,FALSE,18911 Portland Ave.,Portland,OR,97027,45.38551,-122.59814,https://www.clackamas.us/healthcenters/gladstone.html,503-655-8471,,Service Hous: https://www.clackamas.us/coronavirus/closures,202108
664,Hilltop Behavioral Health Center,MED,FALSE,FALSE,998 Library Court,Oregon City,OR,97045,45.3346,-122.5987,https://www.clackamas.us/healthcenters/hilltop.html,503-655-8401,,HOURS: Open Monday - Friday: 8 a.m. to 6:30 p.m.,202108
665,Quest Center for Integrative Health – Clackamas,MED,FALSE,FALSE,112 Beavercreek Rd.,Oregon City,OR,97045,45.33408,-122.59837,https://quest-center.org/about/locations,503-722-6277,,Hours - Tuesday - Friday 9:00am - 5:00pm,202108
666,Quest Center for Integrative Health – Multnomah,MED,FALSE,FALSE,2901 E Burnside,Portland,OR,97214,45.52312,-122.6355,https://quest-center.org/,503-238-5203,,Hours - Monday/Tuesday/Wednesday/Friday 8:00am - 5:00pm (phone and in-person),202108
667,Quest Center for Integrative Health – Flanders,MED,FALSE,FALSE,2720 NE Flanders St,Portland,OR,97232,45.52556,-122.63755,https://quest-center.org/about/locations,503-238-5203,,"Hours - Monday through Friday, 8:30am to 5:00pm",202108
668,Sandy Behavioral Health Center,MED,FALSE,FALSE,38872 Proctor Blvd.,Sandy,OR,97055,45.3971,-122.26328,https://www.clackamas.us/healthcenters/sandy.html,503-722-6950,,HOURS: Monday - Thursday: 8 a.m. - 6 p.m.,202108
669,Sandy Health Center,MED,FALSE,FALSE,37400 SE Bell St.,Sandy,OR,97055,45.40589,-122.27339,https://www.clackamas.us/healthcenters/sandyhealth.html,503-655-8471,,"Clinic hours every Tuesday and Thursday, 8 a.m. to 5 p.m.",202108
670,Stewart Behavioral Health Center,MED,FALSE,FALSE,1002 Library Ct.,Oregon City,OR,97045,45.3346,-122.59869,https://www.clackamas.us/healthcenters/stewart.html,503-655-8264,,"HOURS: Monday - Friday, 8 a.m.- 5 p.m.",202108
671,Sunnyside Health Center,MED,FALSE,FALSE,"9775 SE Sunnyside Road, Suite 200",Clackamas,OR,97015,45.4342,-122.56276,https://www.clackamas.us/healthcenters/sunnyside.html,503-655-8471,,Hours: Monday - Friday: 8 a.m. - 7 p.m.,202108
672,Beavercreek Health Center,MED,FALSE,FALSE,"110 Beavercreek Road, Suite 100",Oregon City,OR,97045,45.33417,-122.59841,https://www.clackamas.us/healthcenters/beavercreek.html,503-655-8471,,Service Hours: https://www.clackamas.us/coronavirus/closures,202108
673,Sexual & Gender Minority Youth Resource Center (SMYRC),GAY,FALSE,FALSE,1220 SW Columbia St.,Portland,OR,97201,45.51578,-122.68711,http://www.smyrc.org/,503-872-9664,ktamang@newavenues.org,By appointment only.  Special events and support groups.,202108
674,Sexual & Gender Minority Youth Resource Center (SMYRC East),GAY,FALSE,FALSE,17199 SE Division St.,Portland,OR,97236,45.50511,-122.48624,http://www.smyrc.org/,503-872-9664,ktamang@newavenues.org,By appointment only.  Special events and support groups.,202108
675,Outside In's LGBTQIA+ Services,GAY,FALSE,FALSE,"1132 SW 13th Ave,",Portland,OR,97205,45.51756,-122.68656,https://outsidein.org/young-adult-services/lgbtqiaplus/,503-535-3828,info@OutsideIn.org,"Identity-affirming community and activities for young people, ages 16 through 24, who are eligible for the Multnomah County Homeless Youth Continuum",202108
676,Services and Advocacy for GLBT Elders (SAGE),GAY,FALSE,FALSE,1737 NW 26th Ave.,Portland,OR,97210,45.53516,-122.70523,https://www.friendlyhouseinc.org/for-adults-seniors/sage/,503-224-2640,mmicozzi@friendlyhouseinc.org,"SAGE Metro Portland works to enhance the lives of older lesbian, gay, bisexual and transgender (LGBT) community members through education, advocacy, outreach and resource development.",202108
677,Basic Rights Oregon,GAY,FALSE,FALSE,620 SW 5th Ave. Suite 1210,Portland,OR,97204,45.51918,-122.677,http://www.basicrights.org/,503-222-6151,info@basicrights.org,"Basic Rights Oregon will ensure that all lesbian, gay, bisexual, transgender and queer Oregonians experience equality by building a broad and inclusive politically powerful movement, shifting public opinion, and achieving policy victories.",202108
678,Q Center,GAY,FALSE,FALSE,4115 N. Mississippi Ave,Portland,OR,97217,45.55359,-122.67583,https://www.pdxqcenter.org/,503-234-7837,Info@pdxqenter.org,"As the largest LGBTQ+ community center in the Pacific Northwest, Q Center proudly serves the LGBTQ2SIA+ communities of Portland Metro and Southwest Washington.",202108
679,Pride Northwest,GAY,FALSE,FALSE,111 SW 5th Ave #3119,Portland,OR,97204,45.5226,-122.67593,https://www.pridenw.org/,503-295-9788,info@pridenw.org,,202108
683,The Living Room,GAY,FALSE,FALSE,704 Main St #304,Oregon City,OR,97045,45.3578,-122.60836,https://www.thelivingroomyouth.org/,503-825-2535,info@thelivingroomyouth.org,Hours: 10 AM to 6 PM Monday to Friday,202108
684,Friendly House,GAY,FALSE,FALSE,1737 NW 26th Ave,Portland,OR,97210,45.53516,-122.70523,https://www.friendlyhouseinc.org/,503-228-4391,info@friendlyhouseinc.org,,202108
685,Travel Gay Portland Visitor Center,GAY,FALSE,FALSE,800 SW Washington St Mezzanine Level,Portland,OR,97205,45.52096,-122.68005,https://travelgayportland.com/,,info@travelgayportland.com,,202108
686,Equality Federation,GAY,FALSE,FALSE,818 SW 3rd Ave. #141,Portland,OR,97204-2405,45.51725,-122.67571,https://www.equalityfederation.org/,929-373-3370,fran@equalityfederation.org,,202108
687,American Civil Liberties Union of Oregon,LGL,TRUE,FALSE,PO Box 40585,Portland,OR,97240-0585,,,http://www.aclu-or.org/,"503-684-3763, Toll Free: 800-452-7636",,"""We fight for free speech, racial justice, criminal justice reform, religious liberty, reproductive rights, LGBT rights, immigrants' rights, and more.""",202108
688,PPB Property and Evidence Division,LGL,FALSE,FALSE,"2619 NW Industrial Way, Ste B-4",Portland,OR,97210-1852,45.54394,-122.7068,https://www.portlandoregon.gov/police/41011,503-823-2179,,"If your property has been confiscated by Portland police for safekeeping or during prison periods, you can retrieve it at the Property and Evidence Division of the Portland Police Bureau. Property is held for a minimum of 60 days, at which point it may be subject to sale or disposal.",202108
689,Disability Rights Oregon,LGL,FALSE,FALSE,"511 SW 10th Avenue, Suite 200",Portland,OR,97205,45.52125,-122.6815,https://www.droregon.org/,"503-243-2081, Toll Free: 1-800-452-1694",welcome@droregon.org,"Information, referral and advocacy for civil rights of people with disabilities, including employment, special education, rights to public and private services, guardianship, voting, and in-care facilities or institutions.",202108
690,Catholic Charities Immigration Legal Services,LGL,FALSE,FALSE,2740 SE Powell Blvd,Portland,OR,97202,45.49741,-122.63792,https://www.catholiccharitiesoregon.org/services/immigration-legal-services/,503-542-2855,immigrationemail@ccoregon.org,Immigration legal services. Spanish speaker available. Call for an appointment.,202108
691,Victim Rights Law Center,LGL,FALSE,FALSE,520 SW Yamhill St. Ste. 430,Portland,OR,97204,45.5181,-122.67854,https://victimrights.org/,503-247-5477 ext. 6,vrlc@victimrights.org,"Free and confidential legal advice and representation for victims of sexual assault and rape in Multnomah, Clackamas and Washington counties. Limited statewide",202108
692,Legal Aid Services of Oregon,LGL,FALSE,FALSE,"520 SW 6th Avenue, Suite 700",Portland,OR,97204,45.51986,-122.6778,https://lasoregon.org/,503-224-4086,,"Free legal information for low-income residents of Clackamas, Multnomah, Hood River, Sherman and Wasco counties. Call for consultation.",202108
693,St. Andrew Legal Clinic-Multnomah County,LGL,FALSE,FALSE,807 NE Alberta St.,Portland,OR,97211,45.55917,-122.65729,http://www.salcgroup.org/,503-281-1500,,Provides legal services in the area of family law to low-income individuals and families in Mult. and Clack. counties. Charges based on a sliding scale. $40 for Night Clinic or $50 for a day.,202108
694,St. Andrew Legal Clinic-Washington County,LGL,FALSE,FALSE,"232 NE Lincoln, Suite H",Hillsboro,OR,97124,45.52329,-122.98726,https://www.salcgroup.org/,503-648-1600,,Provides legal services in the area of family law to low-income individuals and families in Washington County. Charges based on a sliding scale. $40 for Night Clinic or $50 for a day.,202108
695,Portland Copwatch,LGL,TRUE,FALSE,PO Box 42456,Portland,OR,97242,,,http://copwatch@portlandcopwatch.org/,Incident Report Line: 503-321-5120,,Main line: 503-236-3065. For police complaints in Portland only.,202108
696,Multnomah County District Attorney,LGL,FALSE,FALSE,1021 SW Fourth Ave. Rm 600,Portland,OR,97204,45.51608,-122.67849,http://www.mcda.us/,503-988-3162,,,202108
697,Portland City Auditor Independent Police Review,LGL,FALSE,FALSE,1221 SW 4th Ave. Room 140,Portland,OR,97204,45.50109,-122.68206,https://www.portland.gov/ipr,503-823-0146,ipr@portlandoregon.gov,"The City Auditor's Independent Police Review provides impartial oversight of police conduct, practices, and policies to increase accountability and public trust.",202108
699,Clackamas County DA Victims Assistance,LGL,FALSE,FALSE,807 Main Street,Oregon City,OR,97045,45.3588,-122.60731,https://www.clackamas.us/da/victimassist.html,503-655-8431,districtattorney@clackamas.us,,202108
700,Wasco County Mental Health--Hood River,"PHN, CTR, SPN",FALSE,FALSE,1610 Woods Court,Hood River,OR,97031,45.69786,-121.52181,https://www.mccfl.org/locations/,541-386-2620,,,202108
703,SEI Community and Family Programs,"RNT, DVA, EGY",FALSE,FALSE,2205 NE Columbia Blvd.,Portland,OR,97211,45.576351,-122.642799,https://www.selfenhancement.org/resource,Domestic Violence Hotline: 503-972-3698; Rent assistance: 503-285-0493,,Hours: Mon. - Thurs. 8:30am - 5:30pm; Fri. 8:30am - 12:00pm,202108
